step_time,action,avg_cav_dist,reward,meanSpeed,TravelTime,ForcedT
0.1,4,0.0,10.2,72.22,265.8543339795071,0
0.2,4,0.0,10.2,72.22,265.8543339795071,0
0.3,4,0.0,10.2,72.22,265.8543339795071,0
0.4,4,0.0,10.2,72.22,265.8543339795071,0
0.5,4,0.0,10.2,72.68347243394828,264.1698322485365,0
0.6,4,0.0,10.2,72.68347243394828,264.1698322485365,0
0.7,4,0.0,10.2,72.68347243394828,264.1698322485365,0
0.8,9,0.0,10.2,72.68347243394828,264.1698322485365,0
0.9,9,0.0,10.5,72.68347243394828,264.1698322485365,0
1.0,9,0.0,10.5,72.68347243394828,264.1698322485365,0
1.1,9,0.0,10.5,72.68347243394828,264.1698322485365,0
1.2,9,0.0,10.5,72.68347243394828,264.1698322485365,0
1.3,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.4,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.5,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.6,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.7,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.8,9,0.0,10.5,71.41466651275553,269.01061859421935,0
1.9,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.0,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.1,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.2,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.3,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.4,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.5,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.6,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.7,9,0.0,10.5,71.41466651275553,269.01061859421935,0
2.8,9,0.0,10.5,70.23875122841923,273.3705312114246,0
2.9,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.0,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.1,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.2,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.3,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.4,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.5,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.6,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.7,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.8,9,0.0,10.5,70.23875122841923,273.3705312114246,0
3.9,9,0.0,10.5,70.61594174778145,271.89503009281947,0
4.0,9,0.0,10.5,70.61196958248684,271.91040380236655,0
4.1,9,0.0,10.5,70.60819631397166,271.925010922264,0
4.2,9,0.0,10.5,70.60460601704723,271.9389126274009,0
