step_time,action,avg_cav_dist,reward,meanSpeed,TravelTime,ForcedT
0.1,12,0.0,-0.0,72.22,265.8543339795071,0
0.2,12,0.0,-0.0,72.22,265.8543339795071,0
0.3,12,0.0,-0.0,72.22,265.8543339795071,0
0.4,12,0.0,-0.0,72.22,265.8543339795071,0
0.5,12,0.0,-0.0,73.28371243785796,262.0506708104709,0
0.6,12,0.0,-0.0,75.4052202940708,254.6747536009085,0
0.7,12,0.0,-0.0,75.42025545613402,254.62254457351708,0
0.8,2,0.0,-0.0,75.41946814494904,254.62527743411164,0
0.9,2,0.0,-0.0,75.41368134149691,254.64536774110087,0
1.0,2,0.0,-0.0,75.40946657619061,254.66000426887535,0
1.1,2,0.0,-0.0,75.40679320316681,254.6692897560033,0
1.2,2,0.0,-0.0,75.42769072508017,254.59674148340707,0
1.3,2,0.0,-0.0,75.40704286270952,254.66842255131616,0
1.4,2,0.0,-0.0,75.43025389419499,254.58784874442858,0
1.5,2,0.0,-0.0,75.43713143326391,254.56399365051823,0
1.6,2,0.0,-0.0,75.40243027281956,254.68444648959365,0
1.7,2,0.0,-0.0,75.42927153992612,254.59125681016138,0
1.8,2,0.0,-0.0,75.40504816211194,254.67535156711085,0
1.9,2,0.0,-0.0,75.434474794611,254.57320729123347,0
2.0,2,0.0,-0.0,75.43788228363223,254.56138982183995,0
2.1,2,0.0,-0.0,75.39819748164484,254.69915452326023,0
2.2,2,0.0,-0.0,75.42784707538513,254.59619900167473,0
2.3,2,0.0,-0.0,75.42852133622361,254.59385960093232,0
2.4,2,0.0,-0.0,75.40375230990995,254.6798533832037,0
2.5,2,0.0,-0.0,74.03856712561725,259.6035348455525,0
2.6,2,0.0,-0.0,71.98584536065893,266.72511792892703,0
2.7,2,10.238925447290486,-0.0,71.98037576905332,266.7455806458528,0
2.8,2,10.238925447290486,10.1,71.98122794751714,266.74239208335183,0
2.9,2,10.238925447290486,10.1,71.96995215300852,266.78459456043606,0
3.0,2,10.238925447290486,10.1,71.88821494357016,267.09131298830914,0
3.1,2,10.238925447290486,10.1,71.96454471452952,266.80484268074946,0
3.2,2,10.238925447290486,10.1,71.85493323491858,267.2166048883398,0
3.3,2,10.238925447290486,10.1,71.8883471488226,267.090815755594,0
3.4,2,10.238925447290486,10.1,71.95544849089492,266.83891723680404,0
3.5,2,10.238925447290486,10.1,71.9576435344266,266.83069299368276,0
3.6,2,10.238925447290486,10.1,71.91156468656601,267.00355009519495,0
3.7,2,10.238925447290486,10.1,71.93327137004961,266.92206561443044,0
3.8,2,10.238925447290486,10.1,71.89017307426579,267.0839487054035,0
3.9,2,10.238925447290486,10.1,71.90026381786343,267.0460114849511,0
4.0,2,10.238925447290486,10.1,71.93456609445366,266.9172084879647,0
4.1,2,10.238925447290486,10.1,71.97795891838496,266.75462450597195,0
4.2,2,10.238925447290486,10.1,71.86470167209526,267.17980653295535,0
4.3,2,10.238925447290486,10.1,71.87192479870566,267.15260948029345,0
4.4,2,10.238925447290486,10.1,71.9606526843059,266.8194201501432,0
4.5,2,10.238925447290486,10.1,71.86464188096352,267.1800317088906,0
4.6,2,10.238925447290486,10.1,71.93901777682342,266.90051079455736,0
4.7,2,10.238925447290486,10.1,71.15386778334394,269.8491786495422,0
4.8,2,10.238925447290486,10.1,71.07671917549459,270.13860368189194,0
4.9,2,10.238925447290486,10.1,71.15267640859932,269.8536386422263,0
5.0,2,10.238925447290486,10.1,71.1245529266187,269.9590070776068,0
5.1,2,10.238925447290486,10.1,71.15983972316761,269.8268267566925,0
5.2,2,10.238925447290486,10.1,71.03400345999356,270.29939102886306,0
5.3,2,10.238925447290486,10.1,71.11118980678667,270.0091318915999,0
5.4,2,10.238925447290486,10.1,71.16461684942156,269.8089522010092,0
5.5,2,10.238925447290486,10.1,71.06662444194762,270.17656683356824,0
5.6,2,10.238925447290486,10.1,71.0676290290833,270.17278793258527,0
5.7,2,10.238925447290486,10.1,70.38365347795792,272.7958126317995,0
5.8,2,10.238925447290486,10.1,70.34395689620457,272.95119557479177,0
5.9,2,10.238925447290486,10.1,70.31992480706363,273.04543494748464,0
6.0,2,10.238925447290486,10.1,70.27507806492349,273.2216436347829,0
6.1,2,10.238925447290486,10.1,70.24850176867542,273.32627904304525,0
6.2,2,10.238925447290486,10.1,70.20791678247213,273.4863768812431,0
6.3,2,10.238925447290486,10.1,70.20779992179189,273.48683840623016,0
6.4,2,10.238925447290486,10.1,70.20104351676375,273.51352714904544,0
6.5,2,10.238925447290486,10.1,70.22471099804338,273.4200826230675,0
6.6,2,10.238925447290486,10.1,70.55136285302709,272.2022490861922,0
6.7,2,10.238925447290486,10.1,70.55511944455871,272.1853848999833,0
6.8,2,10.238925447290486,10.1,70.51311106052657,272.3409086822951,0
6.9,2,10.238925447290486,10.1,70.51578285272734,272.33427959217613,0
7.0,2,10.238925447290486,10.1,70.486276712615,272.44322743011617,0
7.1,2,10.238925447290486,10.1,70.5555102859864,272.18463396786706,0
7.2,2,10.238925447290486,10.1,70.49648726324517,272.4037128063688,0
7.3,2,10.238925447290486,10.1,70.53110404901182,272.27471143636797,0
7.4,2,10.238925447290486,10.1,70.56760993746738,272.1394839797031,0
7.5,2,10.238925447290486,10.1,70.47235543456853,272.4945506313088,0
7.6,2,10.238925447290486,10.1,70.57385503988593,272.11301888839364,0
7.7,2,10.238925447290486,10.1,70.46187629297326,272.5350719825517,0
7.8,2,10.238925447290486,10.1,70.517787288007,272.32390874361,0
7.9,2,10.238925447290486,10.1,70.50132593835595,272.3891489047049,0
